year,country,oil production - TWh,gas production - TWh,oil consumption - TWh,gas consumption - TWh,co2,gas_co2,oil_co2,population,gdp,co2_growth_abs,co2_growth_prct,co2_per_unit_energy,total_ghg,cumulative_oil_co2,methane
1998,Netherlands,,676.7778,470.2668,418.3889,176.179,84.315,55.387,15827109.0,545041088512.0,0.932,0.532,0.175,233.956,2648.603,37.417
1999,Netherlands,,629.3333,479.29358,408.7778,170.835,82.462,55.958,15940182.0,575899107328.0,-5.343,-3.033,0.172,226.298,2704.561,35.735
2000,Netherlands,,613.61115,486.18246,409.9167,171.936,82.368,55.866,16058758.0,603803025408.0,1.101,0.644,0.171,224.929,2760.427,34.321
2001,Netherlands,,646.4722,509.71863,418.19443,177.247,84.587,56.518,16182705.0,620170903552.0,5.311,3.089,0.17,229.257,2816.944,33.787
2002,Netherlands,,635.19446,512.05084,413.97223,176.525,83.939,55.066,16288060.0,624424583168.0,-0.721,-0.407,0.169,227.895,2872.011,32.45
2003,Netherlands,,607.1667,512.8084,416.8333,179.964,84.789,56.448,16366914.0,629811511296.0,3.439,1.948,0.171,232.682,2928.459,31.3
2004,Netherlands,,716.1667,536.42145,426.77777,181.892,87.1,56.631,16425561.0,646331432960.0,1.928,1.071,0.167,236.857,2985.091,31.723
2005,Netherlands,,653.3333,569.4229,414.55557,177.931,84.417,56.612,16465707.0,664118296576.0,-3.961,-2.178,0.16,232.912,3041.703,29.472
2006,Netherlands,,645.0278,567.0726,398.08334,173.085,82.233,55.216,16493851.0,691453820928.0,-4.846,-2.724,0.159,228.453,3096.918,28.887
2007,Netherlands,,620.0278,583.52014,388.05554,172.833,79.979,54.552,16531360.0,721200021504.0,-0.252,-0.146,0.156,225.641,3151.471,28.488
2008,Netherlands,,709.0834,554.87646,403.8889,175.705,83.699,54.921,16597257.0,737705000960.0,2.872,1.662,0.161,223.107,3206.391,29.226
2009,Netherlands,,655.0,530.0778,413.5833,170.234,84.076,51.816,16684147.0,713986801664.0,-5.471,-3.114,0.158,216.813,3258.207,28.37
2010,Netherlands,,752.6667,568.00195,467.58334,182.289,94.173,52.471,16771232.0,728193171456.0,12.055,7.081,0.156,228.203,3310.678,29.011
2011,Netherlands,,694.9722,567.4297,409.27777,169.162,82.199,52.348,16851061.0,744614395904.0,-13.127,-7.201,0.152,213.095,3363.026,27.97
2012,Netherlands,,684.02783,555.9069,392.8333,165.575,78.574,50.267,16915191.0,736942161920.0,-3.587,-2.12,0.151,212.444,3413.293,27.595
2013,Netherlands,,724.05554,529.2256,391.1389,164.758,79.184,48.276,16967065.0,735982977024.0,-0.817,-0.494,0.155,211.558,3461.569,27.886
2014,Netherlands,,603.8611,518.6247,343.27777,157.342,69.378,47.144,17030087.0,746458841088.0,-7.415,-4.501,0.155,203.535,3508.713,27.018
2015,Netherlands,,458.77777,506.33072,337.8889,163.743,68.546,47.104,17107427.0,761083265024.0,6.401,4.068,0.16,209.52,3555.817,25.964
2016,Netherlands,,442.94443,517.8793,351.6389,164.608,71.748,47.572,17204694.0,777764077568.0,0.865,0.528,0.158,210.964,3603.389,26.67
2017,Netherlands,,379.27777,520.68384,363.05557,162.078,73.32,47.448,17315375.0,800404013056.0,-2.53,-1.537,0.154,206.723,3650.837,25.539
2018,Netherlands,,324.8333,506.27664,355.94443,158.042,72.694,47.591,17421284.0,819300859904.0,-4.035,-2.49,0.154,200.681,3698.428,24.537
2019,Netherlands,,277.44443,493.69165,371.83334,152.422,75.028,47.569,17537506.0,835323035648.0,-5.62,-3.556,0.149,193.764,3745.997,23.661
2020,Netherlands,,200.91666,469.74258,361.30554,136.67,73.026,42.209,17636732.0,802861613056.0,-15.752,-10.335,0.138,174.695,3788.206,22.271
2021,Netherlands,,180.22223,470.53452,348.5833,139.684,69.77,42.646,17730564.0,841906651136.0,3.014,2.205,0.138,176.843,3830.852,21.983
2022,Netherlands,,149.80556,460.97098,275.3889,127.241,57.088,43.644,17904422.0,879609118720.0,-12.443,-8.908,0.133,162.94,3874.497,21.337
2023,Netherlands,,98.52778,463.73584,259.0833,118.668,54.382,45.244,18092525.0,,-8.573,-6.737,0.124,153.144,3919.741,20.335
1981,New Zealand,,,46.47539,10.677521,16.561,2.162,9.849,3159845.0,65419587584.0,-0.918,-5.252,0.123,94.99,230.869,37.113
1982,New Zealand,,,46.44149,19.426569,18.27,3.862,9.863,3185129.0,66640154624.0,1.709,10.321,0.131,84.184,240.732,37.163
1983,New Zealand,,,44.486046,21.091728,17.998,4.192,8.966,3219281.0,68466868224.0,-0.272,-1.49,0.124,83.92,249.698,36.888
1984,New Zealand,,,45.900852,27.045174,19.337,5.595,8.962,3249830.0,71840333824.0,1.339,7.437,0.126,81.8,258.66,37.229
1985,New Zealand,,,43.00212,34.48909,21.858,6.87,10.42,3268029.0,72396718080.0,2.521,13.039,0.142,82.294,269.08,37.272
1986,New Zealand,,,38.701366,41.616955,22.946,8.238,10.697,3281510.0,73916284928.0,1.088,4.978,0.138,83.089,279.777,38.01
1987,New Zealand,,,44.81707,40.255424,24.165,7.914,11.597,3299444.0,74219986944.0,1.219,5.314,0.144,81.96,291.374,36.809
1988,New Zealand,,,43.816986,44.151974,25.449,8.681,11.345,3316026.0,74015940608.0,1.284,5.314,0.145,81.981,302.719,37.113
1989,New Zealand,,,45.22757,45.382774,25.453,8.897,11.943,3333821.0,74677444608.0,0.004,0.015,0.142,77.583,314.662,36.068
1990,New Zealand,,,50.82389,44.44859,25.497,7.139,12.386,3396981.0,74483236864.0,0.044,0.173,0.137,77.617,327.048,36.179
1991,New Zealand,,,51.70254,48.3457,26.176,7.948,12.276,3480933.0,74961223680.0,0.679,2.662,0.138,78.413,339.324,35.797
1992,New Zealand,,,53.341465,51.16109,28.162,8.417,13.29,3532245.0,75624103936.0,1.987,7.589,0.148,76.275,352.614,35.429
1993,New Zealand,,,53.03442,49.900513,27.755,8.164,13.164,3573610.0,79461851136.0,-0.408,-1.448,0.141,74.396,365.778,35.625
1994,New Zealand,,,61.31527,46.771095,27.895,7.61,14.082,3621031.0,84890066944.0,0.141,0.507,0.135,80.105,379.859,36.671
1995,New Zealand,,,66.30301,44.630497,28.001,7.015,14.733,3674435.0,88724283392.0,0.105,0.377,0.13,74.858,394.593,37.39
1996,New Zealand,,,67.54738,50.87484,29.301,8.107,14.896,3729383.0,92246843392.0,1.3,4.643,0.134,75.253,409.488,36.994
1997,New Zealand,,,70.94438,54.805138,31.274,9.273,15.217,3776950.0,95195283456.0,1.974,6.736,0.143,77.603,424.706,37.351
1998,New Zealand,,,71.860794,48.31148,29.853,7.996,15.5,3811377.0,96170418176.0,-1.421,-4.545,0.137,79.863,440.205,36.592
1999,New Zealand,,,72.871544,55.233707,31.461,9.169,15.805,3835561.0,100616404992.0,1.608,5.385,0.143,79.792,456.01,36.95
2000,New Zealand,,,74.42254,58.75267,32.241,9.488,16.469,3857576.0,104942108672.0,0.78,2.48,0.14,86.713,472.479,36.344
2001,New Zealand,,,75.244286,61.99314,34.379,10.448,16.586,3891763.0,107226685440.0,2.138,6.63,0.151,111.581,489.065,36.753
2002,New Zealand,,,77.48304,59.181946,34.542,9.864,17.319,3951114.0,112775905280.0,0.163,0.474,0.147,88.47,506.385,37.592
2003,New Zealand,,,82.19651,44.62404,36.243,8.528,18.099,4022585.0,118221537280.0,1.701,4.926,0.159,85.697,524.483,37.679
2004,New Zealand,,,81.031,40.718163,35.837,7.259,18.481,4083911.0,123732221952.0,-0.407,-1.122,0.153,81.222,542.965,37.804
2005,New Zealand,,,85.43949,37.576244,37.425,7.57,18.661,4135004.0,127087214592.0,1.588,4.433,0.164,77.893,561.626,37.894
2006,New Zealand,,,85.78982,38.154423,37.33,7.555,18.792,4181942.0,130823651328.0,-0.095,-0.255,0.162,86.762,580.418,38.412
2007,New Zealand,,,86.17487,42.152313,36.409,8.261,18.998,4223268.0,136252907520.0,-0.921,-2.468,0.159,81.318,599.416,38.107
2008,New Zealand,,,87.22484,39.045193,37.506,7.812,18.857,4261819.0,135932633088.0,1.098,3.015,0.163,86.826,618.273,37.102
2009,New Zealand,,,83.42176,40.138943,34.617,7.458,18.131,4304304.0,136500723712.0,-2.889,-7.702,0.151,79.776,636.403,37.525
2010,New Zealand,,,84.065125,43.759987,34.808,8.382,18.208,4347767.0,139478810624.0,0.19,0.55,0.148,77.929,654.611,37.725
2011,New Zealand,,,86.09149,40.215504,34.262,7.626,18.404,4382702.0,142521892864.0,-0.546,-1.568,0.145,79.011,673.015,37.821
2012,New Zealand,,,85.01531,44.646664,35.941,8.343,18.151,4411682.0,146280660992.0,1.679,4.901,0.151,80.771,691.166,38.053
2013,New Zealand,,,86.03652,47.0649,35.238,8.373,18.538,4453859.0,149512486912.0,-0.703,-1.957,0.147,80.733,709.705,37.47
2014,New Zealand,,,87.7147,52.28978,35.435,8.602,18.848,4522977.0,154423001088.0,0.197,0.559,0.141,80.282,728.553,37.939
2015,New Zealand,,,91.3292,48.018906,35.802,8.305,19.368,4614037.0,160782204928.0,0.367,1.036,0.142,82.412,747.92,36.95
2016,New Zealand,,,94.55283,47.97363,34.146,7.894,19.487,4714768.0,167418118144.0,-1.657,-4.627,0.134,81.357,767.407,37.172
2017,New Zealand,,,99.15122,49.92102,35.685,8.518,20.359,4812748.0,174187921408.0,1.539,4.507,0.137,85.891,787.767,37.012
2018,New Zealand,,,99.42633,45.022667,35.703,7.899,20.531,4900844.0,181445771264.0,0.018,0.05,0.138,87.608,808.298,37.03
2019,New Zealand,,,101.82973,48.04402,36.732,8.24,20.909,4989412.0,187274510336.0,1.029,2.883,0.139,85.998,829.208,36.5
2020,New Zealand,,,84.275246,45.72634,34.023,7.847,19.122,5069893.0,184971345920.0,-2.709,-7.375,0.142,83.783,848.329,35.899
2021,New Zealand,,,83.892586,39.040997,34.323,6.702,19.853,5107696.0,196312449024.0,0.3,0.881,0.146,84.509,868.182,35.868
2022,New Zealand,,,82.97209,36.69434,31.61,6.14,19.306,5131733.0,200602763264.0,-2.713,-7.903,0.136,81.191,887.489,35.572
2023,New Zealand,,,88.68957,38.520435,30.119,6.222,18.643,5172839.0,,-1.491,-4.716,0.126,79.288,906.132,35.11
1965,North America,5771.899,,7506.414,4467.994,3771.814,838.662,1705.167,297056448.0,,150.221,4.148,0.233,5387.673,40207.113,932.943
1966,North America,6149.9844,,7875.018,4818.5474,3956.438,904.29,1776.703,302406120.0,,184.624,4.895,0.232,5497.811,41983.816,958.157
1967,North America,6585.3374,,8203.526,5073.1475,4127.06,949.085,1862.719,307620055.0,,170.622,4.313,0.233,6004.027,43846.535,986.699
1968,North America,6877.814,,8743.642,5441.5024,4289.614,1014.778,1974.608,312721533.0,,162.555,3.939,0.229,6373.237,45821.145,1015.851
1969,North America,7028.128,,9170.439,5880.727,4501.617,1099.056,2082.064,317807448.0,,212.003,4.942,0.228,6390.022,47903.207,1047.066
1970,North America,7381.2153,6382.8564,9623.501,6213.8354,4862.468,1146.035,2382.803,323225986.0,,360.851,8.016,0.237,6710.922,50286.012,1047.505
1971,North America,7344.9,6594.9727,9955.128,6418.509,4915.923,1187.981,2467.0,328861429.0,,53.455,1.099,0.234,6774.357,52753.012,1058.972
1972,North America,7521.1304,6657.0415,10731.912,6532.8936,5161.898,1217.345,2660.274,334187762.0,,245.976,5.004,0.233,7076.646,55413.285,1081.314
1973,North America,7548.422,6708.402,11412.023,6521.563,5397.119,1284.655,2740.123,339231480.0,,235.22,4.557,0.233,7221.493,58153.41,1094.995
1974,North America,7297.479,6440.1875,11087.142,6325.4897,5251.302,1246.422,2655.5,344226863.0,,-145.817,-2.702,0.23,7070.292,60808.91,1098.458
1975,North America,7003.5664,6041.73,10877.055,5870.059,5128.3,1157.424,2622.513,349224548.0,,-123.002,-2.342,0.23,6959.544,63431.422,1102.983
1976,North America,6845.259,6005.201,11633.746,5978.472,5434.773,1191.082,2806.774,354178873.0,,306.473,5.976,0.232,7312.577,66238.195,1101.737
1977,North America,7025.5093,6074.8384,12218.014,5901.9336,5591.318,1174.435,2941.345,359152719.0,,156.545,2.88,0.231,7499.187,69179.539,1095.922
1978,North America,7413.8765,6065.5757,12544.354,5964.0107,5677.353,1189.275,2999.523,364168538.0,,86.034,1.539,0.229,7507.772,72179.062,1091.974
1979,North America,7612.116,6298.7207,12383.885,6184.563,5792.686,1240.678,2941.217,369229436.0,,115.333,2.031,0.231,7625.143,75120.281,1123.841
1980,North America,7922.1104,6242.672,11616.032,6086.5293,5620.345,1221.502,2767.305,374396442.0,,-172.341,-2.975,0.227,7554.457,77887.586,1141.369
1981,North America,8042.306,6185.992,10979.948,5964.575,5494.563,1196.436,2617.212,379564350.0,,-125.782,-2.238,0.227,7454.974,80504.797,1144.848
1982,North America,8316.223,5880.824,10401.833,5650.994,5262.526,1130.743,2498.222,384744466.0,,-232.037,-4.223,0.225,7163.111,83003.023,1145.475
1983,North America,8333.729,5386.5103,10274.947,5337.409,5202.27,1075.149,2436.085,389995263.0,,-60.257,-1.145,0.223,7180.771,85439.102,1117.264
1984,North America,8567.889,5821.973,10600.945,5702.6724,5460.077,1144.089,2502.052,395240034.0,,257.807,4.956,0.223,7410.488,87941.164,1135.662
1985,North America,8593.174,5603.739,10577.358,5554.8896,5463.63,1116.119,2495.207,400471532.0,,3.553,0.065,0.222,7378.046,90436.367,1131.486
1986,North America,8295.042,5407.769,11030.397,5210.829,5448.31,1039.978,2585.936,405669381.0,,-15.32,-0.28,0.22,7344.214,93022.297,1120.773
1987,North America,8236.406,5634.741,11292.589,5500.9985,5654.344,1099.531,2647.131,410877346.0,,206.034,3.782,0.221,7617.091,95669.438,1121.488
1988,North America,8190.9233,5893.671,11719.245,5781.1523,5903.792,1148.922,2758.171,416201789.0,,249.447,4.412,0.221,7892.581,98427.602,1132.328
1989,North America,7816.0825,6008.197,11828.131,6129.2393,6015.955,1226.747,2771.942,421643638.0,,112.163,1.9,0.22,7979.163,101199.547,1141.072
1990,North America,7698.115,6186.7524,11627.485,6131.6577,5988.813,1212.954,2701.295,427527961.0,,-27.142,-0.451,0.219,7963.591,103900.836,1129.467
1991,North America,7863.8896,6219.812,11403.613,6264.195,5934.664,1234.057,2641.611,433792302.0,,-54.149,-0.904,0.217,7828.528,106542.453,1127.459
1992,North America,7794.104,6359.1997,11631.3545,6480.356,6060.854,1279.879,2698.658,440060880.0,,126.191,2.126,0.218,7983.922,109241.117,1136.243
1993,North America,7664.369,6560.2544,11725.947,6665.2754,6165.8,1313.175,2711.093,446185587.0,,104.946,1.732,0.217,8049.891,111952.203,1145.702
1994,North America,7619.138,6893.7666,12085.442,6848.8213,6289.066,1347.096,2774.768,452083590.0,,123.266,1.999,0.216,8305.946,114726.969,1156.525
1995,North America,7587.5186,6926.297,12052.832,7133.506,6349.006,1403.297,2754.516,457858561.0,,59.94,0.953,0.214,8236.412,117481.484,1147.29
1996,North America,7751.9395,7032.896,12454.821,7271.089,6569.388,1437.651,2851.726,463530240.0,,220.382,3.471,0.214,8501.892,120333.211,1149.425
1997,North America,7870.151,7114.216,12687.5625,7331.8013,6686.24,1447.529,2901.632,469106558.0,,116.853,1.779,0.216,8620.179,123234.844,1157.077
1998,North America,7828.02,7249.106,12957.112,7236.2607,6757.986,1429.117,2958.644,474677555.0,,71.746,1.073,0.217,8748.417,126193.492,1147.041
1999,North America,7510.1826,7263.2104,13245.317,7320.501,6853.051,1449.859,3033.495,480238626.0,,95.065,1.407,0.216,8883.43,129226.984,1129.075
2000,North America,7554.4014,7421.143,13505.396,7643.1973,7098.336,1526.754,3091.475,485805119.0,,245.285,3.579,0.218,9082.921,132318.469,1133.019
2001,North America,7592.9224,7591.6978,13548.293,7330.982,7009.265,1470.962,3123.088,491432288.0,,-89.072,-1.255,0.22,8893.12,135441.547,1111.482
2002,North America,7675.8916,7429.415,13537.22,7621.209,7060.732,1527.563,3109.003,497028237.0,,51.467,0.734,0.218,8861.863,138550.562,1103.269
2003,North America,7781.1035,7539.286,13788.379,7517.033,7174.326,1506.53,3195.528,502587581.0,,113.594,1.609,0.221,9026.086,141746.078,1114.12
2004,North America,7765.1245,7454.5103,14295.212,7569.074,7274.384,1512.09,3276.79,508166865.0,,100.058,1.395,0.219,9046.296,145022.859,1113.186
2005,North America,7516.0913,7429.155,14374.834,7535.2715,7321.313,1497.189,3302.037,513798973.0,,46.929,0.645,0.219,9120.362,148324.906,1113.44
2006,North America,7515.635,7651.339,14111.697,7533.933,7258.981,1500.403,3265.133,519545237.0,,-62.331,-0.851,0.218,9011.338,151590.047,1137.665
2007,North America,7444.044,7811.2993,14222.218,7969.5205,7363.736,1588.652,3258.479,525495111.0,,104.755,1.443,0.217,9090.45,154848.531,1149.465
2008,North America,7201.8145,7971.8916,13456.133,8030.985,7131.514,1594.26,3074.133,531569985.0,,-232.222,-3.154,0.215,8874.936,157922.656,1167.4
2009,North America,7317.6577,8037.746,12806.355,7940.4854,6649.442,1571.595,2919.366,537617445.0,,-482.072,-6.76,0.209,8271.525,160842.016,1123.19
2010,North America,7508.419,8162.1934,12973.546,8290.135,6863.159,1638.459,2934.175,543593306.0,,213.717,3.214,0.21,8495.949,163776.188,1107.502
2011,North America,7756.6035,8592.141,12792.41,8527.974,6765.769,1680.516,2899.771,549552423.0,,-97.39,-1.419,0.207,8366.478,166675.953,1118.775
2012,North America,8457.687,8888.126,12582.46,8846.6045,6581.796,1749.611,2861.415,555486379.0,,-183.973,-2.719,0.205,8214.721,169537.375,1102.263
2013,North America,9198.636,8988.483,12682.881,9142.066,6716.957,1802.207,2875.468,561345646.0,,135.161,2.054,0.205,8303.994,172412.844,1103.9
2014,North America,10188.568,9530.851,12695.498,9351.395,6754.753,1830.831,2884.189,567078661.0,,37.796,0.563,0.204,8504.306,175297.031,1113.724
2015,North America,10642.411,9849.617,12905.511,9579.755,6604.085,1882.118,2919.783,572637311.0,,-150.668,-2.231,0.201,8272.352,178216.812,1100.519
2016,North America,10320.478,9696.036,13015.902,9608.165,6467.17,1883.492,2923.724,578186325.0,,-136.915,-2.073,0.197,8126.069,181140.531,1075.708
2017,North America,10754.789,9921.614,13071.514,9609.557,6417.92,1859.854,2933.434,583669315.0,,-49.25,-0.762,0.194,8124.594,184073.984,1091.306
2018,North America,12024.681,10914.591,13284.409,10534.057,6597.806,2057.219,2971.758,589049568.0,,179.886,2.803,0.194,8237.163,187045.734,1116.443
2019,North America,12945.592,11708.852,13218.356,10874.1455,6493.359,2110.489,2982.062,594346833.0,,-104.447,-1.583,0.192,8211.886,190027.797,1131.134
2020,North America,12374.228,11560.067,11542.611,10659.023,5826.628,2079.582,2578.671,598250660.0,,-666.73,-10.268,0.186,7489.417,192606.469,1083.704
2021,North America,12612.454,11758.659,12555.775,10703.011,6192.752,2096.414,2807.771,600876352.0,,366.124,6.284,0.188,7883.491,195414.25,1089.852
2022,North America,13270.923,12376.093,12771.6,11189.101,6267.443,2194.144,2851.911,604356251.0,,74.691,1.206,0.19,8000.497,198266.141,1103.003
2023,North America,14109.521,12863.627,12775.235,11347.547,6123.55,2212.43,2855.067,608770557.0,,-143.894,-2.296,0.188,7849.237,201121.219,1084.378
1965,Norway,0.0,,60.316517,0.0,16.39,0.0,12.263,3723175.0,51573116928.0,0.22,1.358,0.076,23.443,171.209,7.195
1966,Norway,0.0,,68.08452,0.0,19.54,0.0,15.359,3752787.0,53519228928.0,3.15,19.22,0.089,27.35,186.568,7.459
1967,Norway,0.0,,70.49037,0.0,19.304,0.0,15.048,3784113.0,56866004992.0,-0.236,-1.207,0.082,27.466,201.616,7.561
1968,Norway,0.0,,78.40632,0.0,21.114,0.0,16.807,3816088.0,58140196864.0,1.809,9.373,0.08,30.141,218.423,7.838
1969,Norway,0.0,,86.189644,0.0,22.194,0.0,17.36,3847306.0,60764565504.0,1.08,5.116,0.084,31.727,235.783,8.046
1970,Norway,0.0,0.0,97.02359,0.0,27.979,0.0,23.101,3875352.0,61972258816.0,5.785,26.066,0.101,36.502,258.884,8.082
1971,Norway,3.4050403,0.0,96.00081,0.0,27.166,0.0,22.141,3902754.0,65149526016.0,-0.813,-2.905,0.093,35.903,281.025,7.841
1972,Norway,18.77903,0.0,100.55224,0.0,29.395,0.0,23.9,3932910.0,68469665792.0,2.229,8.205,0.095,38.594,304.925,7.919
1973,Norway,18.160213,0.0,102.16668,0.0,30.492,0.0,25.399,3960597.0,71489060864.0,1.097,3.731,0.093,40.592,330.324,7.924
1974,Norway,19.862734,0.0,92.957924,0.0,27.69,0.0,22.191,3985284.0,74488455168.0,-2.802,-9.188,0.084,38.412,352.515,7.883
1975,Norway,107.25876,0.0,96.23275,0.0,30.602,1.424,23.958,4007368.0,78383038464.0,2.912,10.516,0.091,41.711,376.472,7.929
1976,Norway,158.76816,0.0,106.44093,0.0,33.332,2.377,25.338,4026219.0,82978996224.0,2.73,8.921,0.093,45.763,401.811,8.487
1977,Norway,162.87442,26.349882,104.85937,3.98909,33.309,3.72,24.633,4043259.0,86520545280.0,-0.023,-0.068,0.101,46.576,426.444,8.596
1978,Norway,202.03238,140.9424,116.656334,6.69888,32.625,4.675,23.531,4058668.0,89538338816.0,-0.685,-2.056,0.088,48.727,449.975,9.648
1979,Norway,226.7794,205.14702,116.01388,7.6525397,34.625,4.845,24.438,4072502.0,93549789184.0,2.001,6.132,0.087,50.754,474.414,10.499
1980,Norway,291.3272,249.00156,112.084496,8.22241,31.777,3.791,22.035,4085601.0,98181537792.0,-2.848,-8.226,0.084,48.98,496.449,11.37
1981,Norway,282.51993,247.63988,104.1835,10.10647,31.805,4.222,21.765,4099675.0,99126697984.0,0.028,0.087,0.079,49.693,518.214,11.54
1982,Norway,293.44254,237.80336,100.11227,10.90894,30.912,4.121,20.949,4114740.0,99335069696.0,-0.893,-2.806,0.078,48.096,539.163,11.445
1983,Norway,365.15457,234.35478,98.31226,12.2812805,31.947,4.632,21.482,4128332.0,102897041408.0,1.035,3.349,0.073,49.884,560.645,11.917
1984,Norway,418.15393,257.67877,102.18023,11.81608,33.81,5.426,22.563,4139970.0,108971450368.0,1.863,5.831,0.077,52.492,583.208,12.496
